detour_distance_km,detour_time_min,pickup_zone_risk,expected_extra_profit,fuel_cost_estimate,hour_of_day,is_raining,driver_historical_acceptance,target_accepted
9.65,17.08,0.16,83.67,19.3,16,0,0.68,1
6.99,9.85,0.19,78.69,13.98,0,0,0.73,1
2.45,2.98,0.54,47.44,4.89,18,0,0.83,1
14.39,21.83,0.25,94.81,28.78,4,0,0.64,1
8.18,11.35,0.1,105.89,16.36,11,0,0.82,1
4.01,4.21,0.07,50.81,8.01,11,0,0.85,1
7.76,16.36,0.42,88.18,15.52,10,0,0.8,1
10.35,19.94,0.51,88.51,20.71,15,0,0.86,1
1.61,2.04,0.07,34.53,3.21,16,0,0.98,1
4.48,6.33,0.35,65.35,8.97,2,1,0.69,1
12.2,31.78,0.33,98.22,24.4,10,0,0.63,1
7.17,13.47,0.31,73.04,14.33,16,0,0.49,1
8.43,14.02,0.48,95.59,16.85,0,0,0.75,1
6.78,12.0,0.07,73.65,13.55,14,0,0.69,1
1.14,2.96,0.15,28.02,2.27,8,0,0.82,1
2.9,3.08,0.11,43.7,5.81,17,0,0.67,1
6.96,8.47,0.32,68.97,13.92,0,0,0.54,1
3.53,5.78,0.21,45.13,7.07,5,0,0.69,1
1.22,1.61,0.37,31.36,2.45,1,0,0.43,1
12.73,13.8,0.0,126.19,25.47,4,1,0.68,1
14.73,41.82,0.09,163.44,29.45,2,0,0.6,1
12.0,27.41,0.52,150.35,24.0,4,1,0.89,1
12.88,19.6,0.32,169.42,25.76,7,0,0.9,1
4.01,4.72,0.15,44.29,8.02,5,0,0.7,1
14.43,52.05,0.18,155.39,28.86,10,0,0.41,0
3.36,3.4,0.63,50.46,6.71,10,0,0.53,1
14.3,24.18,0.27,178.23,28.59,10,0,0.7,1
14.92,28.73,0.24,188.22,29.85,7,1,0.57,1
10.82,23.04,0.49,131.7,21.64,5,0,0.66,1
14.73,38.68,0.13,155.02,29.45,15,0,0.95,1
8.76,10.38,0.27,76.01,17.52,19,0,0.63,1
4.26,4.41,0.27,49.57,8.53,19,0,0.71,1
6.84,12.2,0.34,83.03,13.67,2,1,0.74,1
9.11,9.44,0.65,74.42,18.21,7,0,0.56,1
1.56,1.8,0.04,29.81,3.12,12,0,0.6,1
9.52,15.59,0.31,128.38,19.05,9,0,0.66,1
14.73,19.49,0.16,192.22,29.45,7,1,0.72,1
3.26,5.65,0.25,36.4,6.51,9,0,0.83,1
11.99,17.93,0.5,152.37,23.99,12,0,0.53,1
13.66,46.55,0.35,178.05,27.33,2,0,0.7,0
14.18,18.37,0.13,143.12,28.37,3,1,0.25,1
14.42,49.8,0.26,137.43,28.84,15,0,0.69,0
8.06,9.34,0.08,112.15,16.12,2,1,0.75,1
14.67,16.89,0.07,94.13,29.34,20,0,0.72,1
11.48,26.84,0.09,144.95,22.96,8,0,1.0,1
2.84,5.77,0.42,40.13,5.69,18,0,0.6,1
7.42,12.14,0.27,90.36,14.83,11,0,0.65,1
10.92,15.65,0.5,99.27,21.83,5,0,0.67,1
4.09,8.78,0.22,55.39,8.17,3,0,0.78,1
9.79,14.1,0.5,124.33,19.58,13,0,0.97,1
10.17,21.48,0.11,83.73,20.33,0,1,0.86,1
2.86,9.8,0.42,47.58,5.72,7,0,0.62,1
8.69,34.51,0.48,118.14,17.39,18,0,0.46,0
11.69,35.87,0.27,152.17,23.38,15,0,0.84,1
7.73,9.16,0.09,107.08,15.47,7,0,0.73,1
0.68,0.7,0.13,25.83,1.35,4,0,0.81,1
0.63,1.11,0.16,26.55,1.26,7,0,0.5,1
5.68,8.95,0.37,66.14,11.35,16,0,0.59,1
13.93,38.68,0.66,134.52,27.86,5,0,0.56,1
3.82,5.75,0.06,46.66,7.63,2,0,0.81,1
9.7,27.05,0.3,87.85,19.4,20,0,0.39,1
3.72,5.25,0.13,39.59,7.44,19,0,0.49,1
5.16,5.44,0.32,65.03,10.33,10,0,0.74,1
12.8,32.25,0.26,111.64,25.59,12,0,0.41,0
11.07,13.44,0.37,89.88,22.14,18,0,0.74,1
1.88,7.04,0.33,31.02,3.77,22,0,0.62,1
6.72,12.63,0.33,69.89,13.43,19,0,0.3,1
0.92,2.77,0.45,30.42,1.85,2,0,0.86,1
7.47,14.53,0.35,84.38,14.95,18,0,0.4,1
10.11,26.58,0.28,109.92,20.21,19,0,0.78,1
2.22,4.19,0.49,31.94,4.44,6,0,0.85,1
4.69,8.33,0.42,60.51,9.38,10,0,0.75,1
6.27,13.18,0.29,80.64,12.54,8,0,0.85,1
13.83,18.63,0.36,103.76,27.67,14,0,0.47,1
14.9,15.87,0.22,197.11,29.8,11,0,0.58,1
1.15,2.09,0.59,33.13,2.3,11,0,0.88,1
11.53,29.26,0.23,157.86,23.07,5,0,0.92,1
5.89,13.0,0.16,64.31,11.78,16,0,1.0,1
6.19,6.95,0.19,86.59,12.38,23,1,0.62,1
11.44,16.85,0.47,103.5,22.87,17,0,0.7,1
13.82,23.37,0.37,161.54,27.63,8,0,0.83,1
14.29,39.45,0.09,186.24,28.58,10,0,0.65,1
8.87,15.1,0.35,73.96,17.74,18,0,0.38,1
5.68,12.37,0.19,53.97,11.36,9,0,0.81,1
11.92,12.45,0.67,88.31,23.84,10,0,0.68,1
4.14,4.53,0.06,63.83,8.28,22,0,0.76,1
8.68,27.74,0.15,103.9,17.36,5,0,0.82,1
5.7,8.94,0.54,69.34,11.4,8,1,0.81,1
10.02,23.93,0.39,124.39,20.04,15,0,0.76,1
3.99,7.14,0.32,63.64,7.97,2,0,0.74,1
3.28,3.61,0.23,58.18,6.56,15,0,0.8,1
13.81,21.4,0.33,108.53,27.63,17,0,0.54,1
1.98,3.95,0.09,35.99,3.95,18,0,0.65,1
7.84,19.31,0.52,109.81,15.67,15,0,0.59,1
3.7,4.35,0.23,50.47,7.4,3,0,0.67,1
1.06,1.48,0.01,28.96,2.13,4,0,0.66,1
1.02,1.7,0.32,31.86,2.04,21,0,0.43,1
3.04,7.36,0.14,50.84,6.08,22,0,0.6,1
13.07,26.1,0.37,135.84,26.14,9,0,0.86,1
4.6,4.74,0.42,54.47,9.19,18,0,0.65,1
14.28,22.31,0.34,182.92,28.56,18,0,0.72,1
8.93,16.23,0.27,65.23,17.87,2,0,1.0,1
6.83,10.66,0.27,69.5,13.66,7,0,0.76,1
8.91,10.68,0.58,123.57,17.82,18,0,0.94,1
7.99,15.82,0.28,87.83,15.98,22,0,0.74,1
11.5,29.95,0.25,127.74,23.0,16,0,0.64,1
4.6,6.67,0.09,60.12,9.19,0,1,0.64,1
5.62,7.5,0.17,63.73,11.24,20,0,0.76,1
13.46,17.16,0.31,150.03,26.93,12,0,0.73,1
14.22,15.6,0.39,167.43,28.45,10,0,0.89,1
13.44,25.44,0.19,121.5,26.88,11,0,1.0,1
6.58,21.47,0.57,80.12,13.16,23,0,0.85,1
11.82,12.2,0.65,85.92,23.63,1,1,0.73,1
7.41,12.85,0.09,85.43,14.81,23,0,0.79,1
7.71,10.75,0.3,98.95,15.43,9,1,0.78,1
3.47,4.63,0.24,51.55,6.94,8,0,0.74,1
9.07,13.75,0.19,121.14,18.14,15,0,0.64,1
3.2,7.92,0.4,42.4,6.4,3,1,0.63,1
5.31,6.5,0.47,64.81,10.62,15,0,0.75,1
12.9,15.12,0.22,92.39,25.8,3,1,0.56,1
3.5,5.27,0.14,54.68,7.01,23,0,0.69,1
1.53,2.48,0.22,32.41,3.06,22,0,0.95,1
1.5,4.47,0.32,33.07,3.0,6,0,0.52,1
14.14,45.19,0.37,103.42,28.28,14,0,0.63,0
7.85,15.56,0.33,114.06,15.7,23,0,0.65,1
6.44,13.32,0.39,86.96,12.87,10,0,0.86,1
12.26,12.7,0.37,115.66,24.52,9,0,0.77,1
12.62,15.06,0.21,133.45,25.24,9,0,0.83,1
5.32,7.14,0.42,69.61,10.63,5,0,0.87,1
10.56,16.54,0.52,143.79,21.11,19,0,1.0,1
11.68,31.11,0.11,141.24,23.36,4,0,0.42,1
9.99,10.16,0.4,94.42,19.98,19,0,1.0,1
2.7,5.08,0.16,51.96,5.4,0,0,0.89,1
13.2,39.98,0.15,113.89,26.4,21,1,1.0,1
8.32,13.41,0.35,95.17,16.63,14,0,0.65,1
4.6,5.08,0.11,65.52,9.19,22,0,0.73,1
6.67,7.28,0.54,65.98,13.33,13,0,0.55,1
1.04,4.05,0.29,32.22,2.09,3,0,0.47,1
2.35,2.57,0.46,35.33,4.71,11,0,0.71,1
11.6,25.57,0.45,113.88,23.2,14,0,0.65,1
0.5,1.79,0.19,23.13,1.0,16,1,0.67,1
6.54,7.38,0.27,92.76,13.08,15,0,0.58,1
8.08,8.99,0.3,72.91,16.15,14,0,0.77,1
1.29,1.85,0.12,26.78,2.58,7,1,0.74,1
14.61,21.46,0.25,97.03,29.22,11,0,0.73,1
3.78,4.39,0.2,49.84,7.56,17,0,0.58,1
4.91,5.85,0.39,62.53,9.82,13,0,0.57,1
4.91,5.35,0.2,45.97,9.81,1,0,0.72,1
3.84,5.78,0.28,41.7,7.68,22,0,0.54,1
0.52,0.53,0.2,22.96,1.04,11,0,0.75,1
11.08,11.11,0.3,127.21,22.15,23,0,0.53,1
14.52,43.03,0.31,123.07,29.04,1,0,0.87,0
3.75,4.23,0.4,53.54,7.5,17,1,0.61,1
10.11,16.19,0.4,75.79,20.23,3,0,0.93,1
11.26,20.82,0.51,146.59,22.51,8,0,0.79,1
12.8,18.04,0.48,111.29,25.6,7,0,0.58,1
6.63,22.7,0.71,89.25,13.26,6,1,0.76,1
4.89,7.77,0.18,72.77,9.78,12,0,0.89,1
5.22,5.78,0.35,82.16,10.43,23,0,0.6,1
10.83,26.42,0.3,130.36,21.67,11,0,0.63,1
12.34,21.66,0.33,119.98,24.69,11,0,0.75,1
3.13,3.28,0.4,39.01,6.27,22,0,0.86,1
5.88,10.29,0.17,51.36,11.76,12,1,0.68,1
13.58,26.17,0.23,172.13,27.16,18,0,0.76,1
12.2,21.01,0.06,119.12,24.39,3,0,0.9,1
14.78,23.11,0.39,171.5,29.56,1,0,0.61,1
11.44,15.8,0.12,116.92,22.87,23,0,0.54,1
6.2,7.29,0.18,89.19,12.4,12,1,0.88,1
9.06,15.39,0.12,112.89,18.13,10,0,0.8,1
10.08,11.68,0.39,76.46,20.17,23,0,0.48,1
1.64,2.52,0.42,36.81,3.28,6,1,0.94,1
8.4,16.66,0.12,77.66,16.79,8,0,0.81,1
10.79,14.51,0.01,132.29,21.57,6,0,0.77,1
2.93,3.71,0.41,54.06,5.85,2,0,0.68,1
11.82,17.68,0.59,156.05,23.64,23,1,0.62,1
8.96,30.65,0.43,72.67,17.93,2,0,0.75,1
14.31,37.91,0.51,97.01,28.61,0,0,0.86,1
1.12,2.4,0.22,31.64,2.23,0,0,0.57,1
4.35,9.41,0.42,63.34,8.69,19,0,0.69,1
9.22,12.21,0.53,77.49,18.45,13,0,0.83,1
4.8,18.2,0.09,67.0,9.6,1,0,0.87,1
10.86,13.3,0.71,75.47,21.72,10,0,0.6,1
11.51,25.62,0.29,128.36,23.01,9,0,0.72,1
1.99,4.12,0.21,41.51,3.97,14,0,0.63,1
7.95,12.31,0.49,95.48,15.9,10,0,0.72,1
7.88,19.13,0.12,63.0,15.76,7,0,0.73,1
5.85,6.41,0.26,89.88,11.71,0,0,0.73,1
14.03,44.67,0.21,125.1,28.05,5,0,0.88,0
12.5,21.43,0.12,115.78,25.0,19,0,0.72,1
10.61,11.96,0.53,79.34,21.22,7,1,0.46,1
10.86,15.25,0.2,86.99,21.72,18,0,0.59,1
7.19,15.33,0.41,69.63,14.39,20,1,1.0,1
13.85,24.5,0.33,166.78,27.71,22,0,0.59,1
10.57,13.55,0.63,124.05,21.14,16,0,0.78,1
11.07,11.3,0.44,120.58,22.14,13,1,0.91,1
12.99,14.13,0.13,163.55,25.99,3,1,0.97,1
4.47,8.83,0.21,73.62,8.95,1,0,0.73,1
12.2,12.22,0.12,113.88,24.41,15,0,0.84,1
3.33,13.19,0.68,45.78,6.66,19,0,0.69,1
5.51,20.34,0.4,75.92,11.01,1,0,0.59,1
5.37,6.18,0.36,71.04,10.73,10,0,0.7,1
14.69,36.76,0.1,94.82,29.38,13,0,0.61,0
12.92,43.71,0.22,143.87,25.84,17,0,0.92,1
10.67,24.93,0.1,127.07,21.33,9,0,0.97,1
11.04,19.39,0.42,151.42,22.08,22,0,0.74,1
8.65,10.84,0.2,98.78,17.3,23,0,0.57,1
14.23,19.82,0.29,159.35,28.47,11,1,0.55,1
7.7,17.97,0.39,100.97,15.39,10,0,0.89,1
6.02,9.59,0.32,54.13,12.04,22,0,0.59,1
2.86,3.03,0.33,49.05,5.73,8,0,0.46,1
11.9,13.82,0.15,125.05,23.8,23,0,0.85,1
11.15,22.64,0.38,83.56,22.3,15,0,0.78,1
6.07,6.16,0.08,78.84,12.15,7,1,0.54,1
0.87,1.11,0.23,25.75,1.73,21,0,0.69,1
12.67,42.67,0.06,131.02,25.33,4,0,0.84,1
0.67,2.41,0.42,24.64,1.33,14,0,0.8,1
10.7,28.44,0.29,81.35,21.41,14,0,0.66,1
14.57,18.3,0.4,118.43,29.14,16,0,0.58,1
6.85,17.65,0.32,75.26,13.69,1,0,0.6,1
3.91,6.17,0.19,53.05,7.81,12,0,0.75,1
10.72,33.51,0.12,84.75,21.44,10,0,0.83,1
12.35,13.13,0.59,109.49,24.7,0,0,0.78,1
8.42,16.58,0.59,112.79,16.85,8,1,0.53,1
14.52,15.6,0.65,185.15,29.04,3,0,0.79,1
1.25,1.3,0.06,30.93,2.5,15,0,0.48,1
7.82,30.71,0.33,85.94,15.64,15,0,0.94,1
10.92,18.25,0.44,119.02,21.84,2,0,0.96,1
13.01,48.45,0.12,104.58,26.02,17,0,0.68,0
3.1,3.33,0.32,57.05,6.2,6,0,0.61,1
12.1,18.94,0.27,143.63,24.2,21,0,0.78,1
8.51,27.81,0.19,76.8,17.03,9,0,0.62,1
6.25,18.79,0.05,63.16,12.5,9,0,0.55,1
2.41,4.48,0.44,42.99,4.82,6,1,0.45,1
13.05,13.66,0.27,114.72,26.09,0,0,0.9,1
2.78,3.61,0.64,40.82,5.56,16,0,0.83,1
4.99,5.54,0.37,72.25,9.98,19,1,0.62,1
4.71,8.97,0.44,52.32,9.41,4,0,0.77,1
13.14,46.51,0.21,150.52,26.27,10,0,0.64,0
10.25,10.46,0.38,138.38,20.51,1,1,0.66,1
12.05,45.85,0.45,90.73,24.1,9,1,0.64,0
4.13,4.3,0.09,44.83,8.26,13,0,0.82,1
9.56,18.16,0.14,130.9,19.12,5,1,0.64,1
8.79,34.13,0.32,76.47,17.58,1,0,0.59,0
12.58,16.4,0.48,84.72,25.15,6,0,0.56,1
13.64,13.84,0.6,171.11,27.28,9,0,0.5,1
0.68,0.69,0.14,24.72,1.35,17,0,0.74,1
10.27,27.71,0.13,92.82,20.55,0,0,0.49,1
1.25,3.24,0.38,28.25,2.5,11,0,0.89,1
8.46,12.55,0.53,116.63,16.92,3,0,0.76,1
4.67,6.42,0.13,68.67,9.34,0,0,0.28,1
4.95,6.15,0.35,65.41,9.9,13,0,0.62,1
5.62,14.56,0.01,65.91,11.24,23,0,0.55,1
9.51,9.81,0.44,77.1,19.02,8,1,0.36,1
5.34,7.33,0.56,81.36,10.69,21,1,0.83,1
11.12,12.57,0.08,134.0,22.25,9,0,0.78,1
6.37,9.72,0.41,64.26,12.73,11,0,0.86,1
1.49,2.66,0.36,37.35,2.98,13,0,0.73,1
11.86,12.07,0.33,156.99,23.73,11,1,0.87,1
4.64,6.76,0.26,64.65,9.29,19,0,0.78,1
6.78,7.53,0.17,100.59,13.55,1,0,0.86,1
10.44,10.82,0.06,85.88,20.88,23,1,0.81,1
5.32,7.03,0.4,73.84,10.64,2,1,0.83,1
1.32,2.0,0.33,28.01,2.64,12,0,0.8,1
5.92,23.44,0.3,78.28,11.84,21,1,0.63,1
14.19,50.69,0.42,182.37,28.39,5,0,0.44,0
9.81,24.47,0.08,105.82,19.61,16,0,0.79,1
10.24,26.28,0.63,125.86,20.47,22,0,0.64,1
9.67,21.92,0.57,78.03,19.34,15,0,0.52,1
3.39,7.07,0.09,51.93,6.77,22,1,0.69,1
6.57,12.63,0.27,55.73,13.13,4,1,0.67,1
11.39,20.14,0.72,79.88,22.78,17,0,0.79,1
1.97,6.08,0.45,38.59,3.94,3,0,0.83,1
4.53,16.07,0.48,60.8,9.06,22,1,0.76,1
4.51,5.97,0.3,52.92,9.01,14,0,0.65,1
6.76,10.36,0.28,78.11,13.53,12,0,0.38,1
14.72,25.24,0.29,164.07,29.43,13,0,0.63,1
1.48,2.04,0.19,34.07,2.96,21,1,0.7,1
8.02,9.21,0.3,64.24,16.04,8,0,0.97,1
3.1,5.43,0.44,50.22,6.2,7,0,0.5,1
14.57,19.94,0.13,160.16,29.15,13,0,0.39,1
2.14,2.22,0.34,40.76,4.29,20,1,0.79,1
6.35,7.22,0.26,89.44,12.7,6,0,0.71,1
11.2,19.67,0.46,121.21,22.4,2,0,0.57,1
10.72,14.61,0.1,143.93,21.43,3,1,0.81,1
6.63,17.32,0.47,98.63,13.26,22,0,0.51,1
5.52,8.24,0.4,76.7,11.05,16,1,1.0,1
6.27,6.35,0.23,67.06,12.53,8,0,0.85,1
4.33,6.78,0.42,46.0,8.66,22,0,0.84,1
3.48,3.68,0.11,57.35,6.95,22,1,0.74,1
7.5,13.51,0.23,65.22,15.01,10,0,0.75,1
4.39,4.4,0.69,46.46,8.79,20,0,0.64,1
4.67,6.82,0.26,73.37,9.34,0,0,0.76,1
10.02,35.58,0.24,109.4,20.05,11,0,0.75,1
14.54,21.08,0.36,122.58,29.09,6,0,0.9,1
9.25,20.29,0.22,128.64,18.51,8,0,0.69,1
1.62,5.89,0.33,36.08,3.23,2,0,0.74,1
1.6,1.84,0.31,33.95,3.19,10,1,0.53,1
14.3,31.3,0.31,124.45,28.59,20,0,0.84,1
4.81,5.68,0.14,66.84,9.62,9,0,0.72,1
1.83,3.94,0.38,38.56,3.67,18,0,0.76,1
9.19,23.21,0.17,111.72,18.37,0,0,0.81,1
9.54,9.73,0.27,80.76,19.09,13,0,0.77,1
9.9,19.0,0.17,117.85,19.81,7,0,0.63,1
4.38,6.24,0.3,59.7,8.75,6,0,0.88,1
0.72,1.02,0.32,27.87,1.44,9,0,0.76,1
14.49,21.62,0.27,155.85,28.99,23,0,0.69,1
4.14,4.42,0.2,44.93,8.28,11,0,0.81,1
10.3,13.63,0.17,94.48,20.6,18,0,0.78,1
10.75,19.44,0.02,129.68,21.49,20,0,0.64,1
9.35,10.42,0.36,115.13,18.69,6,0,0.86,1
5.04,13.06,0.17,53.04,10.07,8,0,0.86,1
4.43,6.73,0.45,53.15,8.86,21,0,0.35,1
9.17,9.52,0.38,66.81,18.33,18,0,0.53,1
13.06,18.16,0.21,115.61,26.12,6,0,0.49,1
14.23,16.49,0.13,93.76,28.46,15,0,0.47,1
2.04,2.75,0.2,42.62,4.07,6,1,0.87,1
2.75,3.12,0.59,46.53,5.49,11,0,0.57,1
14.2,14.82,0.41,187.32,28.4,2,0,0.84,1
11.18,24.59,0.22,145.7,22.36,4,0,0.76,1
13.3,35.26,0.13,142.72,26.61,5,1,0.74,0
3.44,5.61,0.3,49.29,6.88,16,0,0.62,1
9.02,11.62,0.23,120.9,18.04,16,0,0.58,1
10.67,25.37,0.44,95.61,21.33,3,0,0.58,1
10.36,40.94,0.09,88.02,20.72,9,1,0.79,0
6.42,12.65,0.3,70.51,12.84,22,0,0.75,1
0.72,0.74,0.59,23.89,1.45,22,0,0.26,1
8.95,11.61,0.25,83.69,17.9,7,1,0.9,1
4.17,7.57,0.08,43.29,8.34,13,0,0.66,1
7.03,17.82,0.24,57.73,14.06,10,0,0.72,1
14.38,27.82,0.22,147.44,28.77,5,1,0.82,1
6.29,16.66,0.18,82.59,12.57,12,0,0.52,1
12.68,38.45,0.27,131.01,25.35,14,0,0.48,0
3.23,3.48,0.31,37.77,6.47,22,0,0.57,1
10.25,10.27,0.45,99.59,20.5,11,1,0.88,1
14.67,39.31,0.35,104.72,29.33,21,0,0.7,0
1.98,6.8,0.39,38.89,3.95,20,1,0.86,1
0.62,1.25,0.36,26.69,1.24,21,0,0.33,1
6.79,11.38,0.1,59.48,13.57,9,0,0.67,1
1.84,4.57,0.29,30.08,3.69,11,0,0.52,1
11.35,23.84,0.36,109.02,22.7,3,0,0.86,1
13.76,34.35,0.41,118.04,27.52,22,0,0.63,1
6.79,8.18,0.59,66.36,13.59,23,1,0.54,1
4.25,5.42,0.22,47.55,8.5,7,0,0.65,1
6.8,9.36,0.21,69.08,13.6,19,0,0.44,1
10.99,20.34,0.31,149.22,21.98,2,1,0.7,1
0.63,0.68,0.2,26.95,1.26,6,0,0.52,1
9.05,9.26,0.13,103.32,18.09,22,0,0.53,1
9.39,24.7,0.15,119.59,18.79,2,0,0.7,1
9.75,23.36,0.21,69.74,19.49,0,0,0.37,1
4.01,6.22,0.06,43.17,8.02,18,0,0.64,1
10.85,34.08,0.6,96.49,21.71,13,0,0.61,0
1.83,3.16,0.23,37.35,3.65,2,0,0.9,1
3.39,4.94,0.23,57.91,6.78,21,0,0.8,1
13.22,20.61,0.32,107.51,26.45,1,0,0.58,1
11.21,22.5,0.05,86.98,22.42,3,0,0.57,1
0.7,1.06,0.55,27.65,1.4,4,0,0.76,1
4.1,4.23,0.34,52.25,8.2,5,0,0.7,1
3.61,8.92,0.28,55.72,7.22,8,0,0.9,1
4.43,5.97,0.36,59.12,8.85,9,0,0.73,1
4.09,14.47,0.27,45.48,8.18,4,0,0.73,1
1.41,4.69,0.29,33.93,2.81,17,0,0.8,1
7.15,10.78,0.28,76.85,14.31,6,1,0.94,1
11.12,33.84,0.07,98.03,22.25,9,0,0.72,1
9.3,34.85,0.23,125.24,18.6,10,0,0.82,1
10.26,27.09,0.33,71.71,20.51,16,0,0.69,1
1.68,2.49,0.44,33.14,3.35,7,0,0.59,1
14.3,18.39,0.45,121.56,28.59,6,0,0.8,1
12.66,31.5,0.15,88.12,25.32,13,1,0.6,1
12.17,16.21,0.25,87.72,24.35,10,0,0.52,1
12.43,32.14,0.03,97.16,24.87,7,0,0.64,1
14.02,19.75,0.37,139.7,28.05,0,0,0.79,1
8.39,15.01,0.46,78.56,16.78,5,0,0.69,1
3.4,4.6,0.02,56.99,6.81,13,0,0.9,1
9.44,9.48,0.23,83.08,18.89,4,0,0.84,1
11.27,11.82,0.01,133.19,22.54,15,1,1.0,1
11.2,44.23,0.48,92.49,22.4,12,1,0.68,0
8.06,8.82,0.06,62.71,16.12,15,0,0.79,1
1.49,4.98,0.73,30.23,2.99,13,0,0.93,1
5.88,6.1,0.18,83.89,11.76,1,1,0.48,1
13.85,30.02,0.38,97.23,27.7,23,0,0.92,1
8.97,16.73,0.08,86.51,17.95,17,1,0.46,1
8.31,26.06,0.24,62.0,16.61,1,0,0.92,1
4.4,13.16,0.19,61.4,8.8,21,0,0.76,1
5.84,7.35,0.38,87.77,11.69,2,0,0.68,1
13.48,14.07,0.19,123.69,26.97,8,1,0.54,1
10.16,14.35,0.25,111.86,20.33,17,0,0.5,1
11.92,15.14,0.14,117.32,23.83,23,0,0.65,1
7.09,8.63,0.27,103.73,14.18,19,0,0.63,1
9.64,21.56,0.13,117.85,19.28,12,0,0.59,1
4.1,14.45,0.13,41.78,8.2,9,0,0.63,1
10.73,42.68,0.68,81.81,21.46,1,0,0.82,0
6.7,13.06,0.22,75.57,13.4,20,0,0.94,1
6.92,16.04,0.32,85.17,13.83,18,0,0.64,1
9.92,33.41,0.09,89.73,19.83,8,0,0.71,1
14.08,36.59,0.15,156.85,28.15,7,0,0.54,1
1.43,4.16,0.37,32.9,2.86,21,0,0.65,1
12.46,13.31,0.13,120.24,24.92,12,1,0.6,1
4.74,13.34,0.16,63.02,9.48,5,0,0.82,1
6.94,10.62,0.28,99.19,13.87,8,0,0.56,1
0.82,1.18,0.2,25.48,1.64,13,0,0.76,1
4.87,7.4,0.21,71.27,9.73,1,1,0.56,1
7.79,24.02,0.73,59.59,15.58,6,0,0.97,1
1.31,2.69,0.19,27.35,2.63,11,0,0.82,1
7.62,26.42,0.33,108.77,15.24,10,0,0.71,1
13.94,25.5,0.55,157.82,27.89,18,0,0.86,1
2.03,5.18,0.27,39.13,4.06,18,0,0.83,1
11.58,17.26,0.09,105.01,23.17,14,0,0.79,1
6.44,8.37,0.3,60.51,12.88,19,0,0.54,1
10.0,15.41,0.06,96.59,20.0,12,0,0.87,1
4.27,7.42,0.01,59.27,8.55,14,0,0.87,1
2.81,5.2,0.31,46.55,5.63,20,0,0.63,1
2.83,3.21,0.14,37.49,5.65,4,1,0.79,1
1.52,3.67,0.54,32.36,3.04,0,0,0.39,1
3.19,3.99,0.67,48.62,6.38,15,0,0.43,1
10.13,12.38,0.65,138.73,20.26,21,0,0.69,1
13.28,23.54,0.36,137.51,26.57,10,0,0.85,1
12.3,26.02,0.48,131.53,24.61,14,0,0.76,1
10.43,17.31,0.09,128.06,20.87,12,0,0.7,1
2.1,6.57,0.09,36.67,4.2,14,0,0.73,1
4.69,16.5,0.29,56.08,9.39,17,1,0.72,1
4.99,14.96,0.19,65.61,9.98,14,0,0.6,1
4.12,10.57,0.31,63.24,8.25,1,0,0.81,1
7.97,12.68,0.3,95.4,15.94,8,0,0.79,1
8.27,9.32,0.56,72.1,16.53,16,1,0.97,1
5.67,13.3,0.3,64.17,11.35,17,1,0.81,1
5.63,5.92,0.06,68.35,11.26,9,0,1.0,1
12.51,12.95,0.41,128.45,25.03,8,1,0.63,1
11.94,12.32,0.12,108.12,23.89,19,0,0.88,1
4.96,5.65,0.42,62.96,9.93,19,1,0.97,1
13.75,26.3,0.35,153.52,27.5,20,0,0.5,1
14.32,47.01,0.44,138.47,28.63,19,0,0.53,0
5.24,7.74,0.39,62.74,10.48,8,0,0.73,1
5.64,8.43,0.56,79.84,11.28,3,0,0.79,1
7.83,8.82,0.07,100.65,15.66,14,1,1.0,1
14.15,14.19,0.15,132.56,28.29,19,0,0.62,1
13.21,20.93,0.47,178.11,26.41,22,0,0.39,1
1.99,3.9,0.13,30.86,3.97,9,0,0.74,1
6.19,15.91,0.11,65.11,12.39,9,0,0.71,1
8.52,33.61,0.35,64.82,17.05,15,0,0.77,1
7.8,12.34,0.32,104.79,15.59,0,0,0.57,1
3.31,4.97,0.46,54.07,6.62,18,1,0.43,1
12.95,14.91,0.12,146.75,25.91,3,0,0.97,1
10.32,16.41,0.45,87.07,20.63,7,0,0.8,1
12.65,13.5,0.43,145.92,25.3,16,0,0.97,1
12.95,17.96,0.21,116.97,25.9,2,0,0.51,1
11.35,12.9,0.12,145.77,22.7,2,0,0.72,1
6.87,19.01,0.57,63.93,13.74,11,1,0.82,1
9.35,10.49,0.16,81.03,18.71,7,0,0.86,1
2.83,3.74,0.28,53.12,5.65,20,0,0.92,1
10.27,27.19,0.1,108.5,20.54,4,0,0.56,1
3.1,7.9,0.26,45.18,6.2,14,1,0.69,1
10.56,11.18,0.28,98.82,21.12,7,0,0.81,1
3.83,13.97,0.18,61.43,7.66,12,0,0.73,1
2.2,3.69,0.32,36.47,4.41,21,0,0.38,1
2.9,5.97,0.22,41.7,5.79,5,0,0.8,1
0.53,0.71,0.31,23.1,1.06,22,0,0.77,1
10.92,12.41,0.58,114.42,21.84,9,0,0.63,1
11.12,21.37,0.1,147.5,22.24,0,0,0.73,1
7.97,13.97,0.27,113.23,15.93,8,0,0.39,1
2.84,2.88,0.17,53.99,5.68,4,0,0.96,1
1.71,2.04,0.37,34.23,3.42,23,0,0.71,1
0.78,0.84,0.2,28.1,1.55,11,0,0.59,1
2.9,5.01,0.11,45.75,5.81,12,0,0.97,1
13.42,31.53,0.11,138.55,26.83,5,0,0.46,1
